項次編號,評分等級,認定項目,行政區編號,地址,場所名稱,latitude,longitude,行政區
224,2,6,63000090,研究院路1段1號,捷運南港展覽館站,25.048839961226715,121.60792789281474,南港區
225,1,4,63000090,園區街3號,南港軟體工業園區第二期大樓,25.058486077800517,121.60930757537756,南港區
226,1,9,63000090,三重路66號,南港軟體工業園區第三期大樓,24.91117290358673,121.00770664016443,南港區
227,1,9,63000090,南港路1段313、315號,南港火車站及高鐵站,25.052991177804106,121.60452147537706,南港區
228,1,9,63000090,忠孝東路7段359~369號,南港車站辦公大樓、潤泰南港車站商場及六福萬怡酒店,25.05251237780439,121.60348087537709,南港區
229,1,9,63000090,經貿二路2號,南港展覽館二館,25.056317477801855,121.61325547537712,南港區
230,2,7,63000090,研究院路1段101巷10號,大哲悅社區停車塔,25.051775377804866,121.61404297537709,南港區
231,2,4,63000100,內湖路2段103巷16號,勤美璞真碧湖畔,25.0802003277865,121.579677725378,內湖區
232,2,4,63000100,成功路4段178至180號,雙湖匯大樓,25.083424677784407,121.5911531753782,內湖區
233,2,4,63000100,內湖路3段72巷61號,森之林大廈,25.08872717778094,121.58818117537821,內湖區
234,2,4,63000100,星雲街168巷29至43號,力霸國鼎大廈,25.079972277786606,121.59448567537801,內湖區
235,2,4,63000100,星雲街150巷26至32號,大成大賞公寓大廈,25.079508677786876,121.59363517537798,內湖區
236,2,4,63000100,成功路2段365號,現代米羅大廈,25.03439482066448,121.51718570183414,內湖區
237,2,4,63000100,瑞光路392號,光寶科技大樓,25.077895777787983,121.56854537537794,內湖區
238,2,5,63000100,成功路2段325號,三軍總醫院,25.033931568073292,121.29224301358975,內湖區
239,2,5,63000100,成功路3段88、90號2樓及76巷9號2樓,臺北市私立瑞安老人養護所,25.019753768301577,121.4261335445545,內湖區
240,2,5,63000100,成功路2段488號2.3樓及490號2樓,臺北市私立銀髮族老人養護所,25.073975244644597,121.57372425387672,內湖區
241,2,8,63000100,新湖三路23號,特力屋廣場,25.062152577798134,121.57166577537744,內湖區
242,2,8,63000100,舊宗路1段128號,宜家家居股份有限公司-內湖分公司,25.06095077779899,121.57546897537736,內湖區
243,2,8,63000100,舊宗路1段268號,好市多大賣場,25.063863277796955,121.5733051753774,內湖區
244,2,8,63000100,舊宗路1段188號,大潤發大賣場二館,25.06230687779806,121.5731338753775,內湖區
245,2,8,63000100,堤頂大道1段331號,燦坤3C賣場,25.062783377797686,121.57037507537744,內湖區
246,2,9,63000100,民權東路6段180巷42弄6號,婦幼家園,25.06734617779475,121.58997987537751,內湖區
247,2,4,63000100,民權東路6段296巷76、82至90號,大湖亭閣,25.069234277793544,121.60796517537757,內湖區
248,2,5,63000100,民權東路6段280巷19弄1至7號1樓,臺北市私立童音老人養護所,25.071745377791945,121.60257627537781,內湖區
249,2,5,63000100,陽光街72-1號1樓,私立文德老人養護所,25.076207977789075,121.5835870753778,內湖區
250,2,5,63000100,成功路5段420巷26-28號,康寧醫院,25.07586127778929,121.60635582537789,內湖區
251,2,8,63000100,民善街88號,家樂福大賣場,25.059146377800122,121.57177797537729,內湖區
252,2,8,63000100,民善街205號,禮客時尚館,25.064102077796903,121.57219107537755,內湖區
253,2,4,63000100,堤頂大道路2段235-241號,精英大樓,25.078132677787757,121.56452937537789,內湖區
254,2,4,63000100,金湖路79號,輝煌世紀,23.97552730403321,112.71561262571981,內湖區
255,2,9,63000100,成功路4段32號至58號、成功路4段30巷7號至21號及47號至53號,宏泰巨星,25.080986328270463,121.5646394806504,內湖區
256,2,5,63000100,內湖路2段360號,中國醫藥大學附設臺北分院,25.08214597778523,121.5881578753781,內湖區
257,2,5,63000100,內湖路2段253巷1弄3號B1至2樓,臺北市私立祥家老人養護所,25.077258678424812,121.56104978064262,內湖區
258,2,9,63000100,內湖路1段256號,捷運內湖線西湖站,25.083494677784376,121.56910677537813,內湖區
259,2,9,63000100,內湖路1段663號,捷運內湖線港漧站,25.07920832834407,121.56039213064668,內湖區
260,2,9,63000100,文德路214號,捷運內湖線文德站,25.023510177823272,121.45847097537623,板橋區
261,2,9,63000100,成功路4段143號,捷運內湖線內湖站,25.082854577784786,121.59112347537805,內湖區
262,2,9,63000100,成功路5段11號,捷運內湖線大湖公園站,25.083595377784253,121.59971847537807,內湖區
263,2,9,63000100,康寧路3段16號,捷運內湖線葫洲站,25.07252677779142,121.60476577537776,內湖區
264,2,9,63000100,康寧路3段235號,捷運內湖線東湖站,25.067125877795,121.60914317537755,內湖區
265,2,5,63000100,金龍路136-1號B2-6樓,金龍發展中心,25.085764777782813,121.58748407537817,內湖區
266,2,9,63000100,星雲街16巷63號至69號,馬蒂斯小丘社區,25.077186477788416,121.58925307537797,內湖區
267,2,9,63000100,成功路2段456巷1號,大台北瓦斯-成功基地,25.073682877790734,121.5851829753778,內湖區
268,2,9,63000100,大湖街121號,東宜瓦斯行,25.092281177778613,121.6011922753782,內湖區
269,2,9,63000100,大湖街125號,欣湖瓦斯行,25.093558677777736,121.60210027537848,內湖區
270,2,4,63000100,環山路1段26號,上林苑社區,25.084756877783573,121.56283057537819,內湖區
271,2,4,63000100,成功路4段91號,基泰御峰,25.08246147778499,121.59077697537806,內湖區
272,2,9,63000100,舊宗路二段105號3樓,摩爾空間個人倉庫（內科店）,25.068656977794056,121.57247907537774,內湖區
273,1,9,63000100,民權東路6段296巷121號B2,摩爾空間個人倉庫（東湖店）,25.06945377779342,121.6068677753776,內湖區
274,2,9,63000100,成功路5段2號B1,台灣便利倉（內湖倉）,25.08477797778355,121.5982700753782,內湖區
275,2,4,63000100,內湖路1段411巷66號,長虹天璽大廈,25.083952277784032,121.56839967537812,內湖區
276,2,4,63000100,金湖路125號,文心AIT,25.080364377786378,121.59555957537798,內湖區
277,2,9,63000100,內湖路3段60巷27號,安縵莊園,25.08832987778122,121.59106407537828,內湖區
278,2,9,63000100,成功路4段68號B1樓,好樂迪股份有限公司內湖分公司,25.082660077784926,121.59019037537807,內湖區
279,2,9,63000100,成功路4段68號B2樓,好手撞球運動館,25.08283267778474,121.59041927537812,內湖區
280,2,8,63000100,成功路4段188至192號 ,潤泰京采大樓,25.084631677783584,121.59126897537818,內湖區
281,2,9,63000100,康寧路3段72號3、4樓,哈拉影城,25.069691577793293,121.60888737537773,內湖區
282,2,4,63000100,文德路210巷30弄81號至91號,新光碧湖天大廈,25.052266679460274,121.54852003059037,內湖區
283,2,4,63000100,內湖區潭美街533~539號,長虹雲端科技大樓,25.061113877798814,121.59684017537728,內湖區
284,2,9,63000100,內湖區成功路4段358號B1,台灣便利倉內湖二店,25.084845977783505,121.59765017537822,內湖區
285,2,4,63000100,新明路428巷1號,翔譽愛力大樓,25.054559977803,121.57693507537718,內湖區
286,2,5,63000100,行善路250號,臺北市立行愛住宿長照機構,25.0604535777993,121.57857527537737,內湖區
287,2,4,63000010,敦化北路6號,華固名鑄,25.05030687780572,121.54597497537708,松山區
288,2,4,63000010,市民大道4段39-2號,潤泰敦峰,25.045968477808554,121.54313607537681,松山區
289,2,2,63000010,濱江街457 巷至6號水門,濱江街一帶(6號水門以西至濱江街457巷),25.068780494698387,121.54946690387402,松山區
290,2,3,63000010,民生東路3段156號,宏泰世紀大樓地下室,25.057313077801233,121.5450704753773,松山區
291,2,3,63000010,南京東路3段337號,微風百貨南京店,25.05219337780468,121.54567037537706,松山區
292,2,4,63000010,民生東路5段198~206號,建成花園大廈,25.05862777780043,121.56185267537724,松山區
293,2,5,63000010,南京東路5段162號3樓,私立佳安康復中心,25.019668601165,121.30252200441312,內湖區
294,1,5,63000010,健康路131號,國軍松山醫院,25.05440257780318,121.55508297537716,松山區
295,1,5,63000010,敦化北路199號,長庚醫院,25.055651177802336,121.54673047537722,松山區
296,1,5,63000010,八德路2段242號,臺安醫院,25.046589977808285,121.53793007537703,中山區
297,1,5,63000010,八德路4段203~205號,臺北市私立康壯老人長期照顧中心(養護型),25.04891877780675,121.56121027537701,松山區
298,1,5,63000010,光復北路66號,博仁醫院,25.049970277805993,121.55498537537696,松山區
299,1,5,63000010,南京東路5段356號2樓,臺北市私立仁仁老人長期照顧中心(養護型),25.050989077805397,121.56712807537694,松山區
300,1,5,63000010,敦化南路1段7號4樓之1,臺北市私立臺大老人養護所,25.046864577808012,121.54674877537683,松山區
301,2,8,63000010,復興南路1段39號,微風廣場購物中心,25.045915877808635,121.54264427537687,松山區
302,2,8,63000010,三民路160號,家樂福(三民店),25.0748509046888,121.4346922628868,松山區
303,1,9,63000010,饒河街一帶,饒河街觀光夜市,25.05061391122236,121.5695782428151,松山區
304,2,9,63000010,南京東路3段337號14、15樓,亞太三溫暖,25.05219337780468,121.54567037537706,松山區
305,1,9,63000010,南京東路3段253號,捷運南京復興站,25.051548577805,121.53900857537714,松山區
306,1,9,63000010,南京東路4段2號,小巨蛋,25.050792577805574,121.54744857537703,松山區
307,1,6,63000010,敦化北路338號,捷運內湖線松山機場站,25.063011277797536,121.54911717537743,松山區
308,2,9,63000010,復興北路15-2號1樓,星聚點股份有限公司復興分公司,25.048625077806857,121.54169537537703,松山區
309,1,6,63000010,南京東路四段10-1號,捷運松山線臺北小巨蛋站,25.05134707780511,121.54829187537715,松山區
310,1,6,63000010,南京東路5段237號,捷運松山線南京三民站,25.051436627805163,121.56134717537714,松山區
311,1,6,63000010,八德路4段700號,捷運松山線松山站,25.049838077806164,121.57470227537706,松山區
312,2,9,63000010,敦化北路158號,台北文華東方酒店,25.05559397780249,121.54577187537724,松山區
313,2,4,63000010,敦化南路1段77號,敦南樞苑,25.045086277809258,121.54686887537684,松山區
314,2,9,63000010,復興北路1號5樓,台灣便利倉（松山倉）,25.04797667780734,121.54189817537693,松山區
315,2,9,63000010,八德路四段520號2樓,大典藏家迷你倉（八德店）,25.049716477806186,121.56857947537708,松山區
316,2,9,63000010,長安東路二段219 號B1,摩爾空間個人倉庫（長安店）,25.048489677807,121.54230297537696,松山區
317,2,9,63000010,敦化北路340之9號,臺北松山機場航廈,25.06338167779749,121.5474126753776,松山區
318,2,5,63000010,敦化南路1段7號4樓,臺北私立群英老人長期照顧中心,25.046864577808012,121.54674877537683,松山區
319,2,5,63000010,健康路399號1、2樓,鵬程護理之家,25.05467207780294,121.56625387537713,松山區
320,2,4,63000010,長安東路2段225號,合作金庫商業銀行總行大樓,25.048797377806718,121.54289957537685,松山區
321,2,5,63000010,南京東路5段324-1號2、3、4樓,私立松欣康復之家,25.051565427805045,121.55721087537705,松山區
322,2,9,63000010,撫遠街395巷1號B1樓,弱勢族群居所,25.06528957779604,121.5632978753775,松山區
323,2,9,63000010,復興南路1段29號,好樂迪臺北中興店,25.04647897780824,121.54158007537687,松山區
324,2,9,63000010,民生東路5段190號3樓,新民生戲院,25.058648177800382,121.56168747537733,松山區
325,2,9,63000010,敦化北路100號　,茹曦酒店ILLUME TAIPEI,25.053226977803952,121.54598087537704,松山區
326,2,9,63000010,新中街9-1號1樓,東社市場,25.0575689778011,121.55794807537718,松山區
327,1,9,63000010,基隆路一段8號B1樓,金坊酒店,25.050674977805606,121.56726247537713,松山區
328,2,4,63000010,光復南路46巷36號,勤耕延吉社區,25.045602277808836,121.5519537753769,松山區
329,2,4,63000010,敦化南路一段3號,華固敦品大廈,25.04767697780748,121.54677607537698,松山區
330,2,9,63000040,中山區民生西路三段67號,國立臺北大學(太陽光電場所),25.035903520414145,121.46507380184683,中山區
331,2,9,63000040,中山區民權東路1段69號,中山國民小學(太陽光電場所),25.063640177797133,121.52438937537735,中山區
332,2,4,63000040,中山區八德路2段115號,華固樂慕,25.046293977808368,121.53459107537691,中山區
333,2,8,63000040,植福路200號,春大直,25.082923277784715,121.55770327537815,中山區
334,2,9,63000040,北安路至故宮路,自強隧道,25.08813524449803,121.53558110388407,士林區
335,2,4,63000040,南京東路2段86號,臺肥大樓,,,
336,2,4,63000040,中山北路2段39巷1號,晶華國際大酒店,25.053827177803566,121.52056537537725,中山區
337,2,8,63000040,南京西路12號,新光三越南京西店1館,25.051844877804836,121.51847317537715,中山區
338,2,8,63000040,南京西路14號,誠品生活股份有限公司,25.0523863778045,121.51825867537723,中山區
339,2,7,63000040,遼寧街139號,安婷機械式停車場俠隱場,25.05233677780445,121.53959357537704,中山區
340,2,5,63000040,新生北路2段101巷2號,中山老人住宅暨服務中心,25.057138977801444,121.52582007537733,中山區
341,2,5,63000040,松江路90巷3號4、5、6樓,私立長安、平安、長育康復之家,25.050715977805574,121.529512575377,中山區
342,2,6,63000040,民權西路72號,捷運淡水線（民權西路站）,25.06228807779814,121.51707357537751,中山區
343,2,6,63000040,南京西路16號,捷運淡水線中山站,25.052691477804295,121.5164937753772,中山區
344,2,6,63000040,民權東路1段71號,捷運中山國小站,25.0628944777977,121.52463187537741,中山區
345,2,6,63000040,松江路126號B1,捷運松山新蘆線松江南京站,25.05267347780431,121.53021957537705,中山區
346,2,6,63000040,松江路316號,捷運行天宮站,25.059103277800187,121.53063407537738,中山區
347,2,5,63000040,八德路2段251號2樓,臺北市私立法泉老人養護所,25.04701977780804,121.53872867537707,中山區
348,2,1,63000040,農安街2巷內,晴光市場,25.064728977796438,121.52100472537751,中山區
349,2,4,63000040,民權東路3段46號,時代金融大樓,25.062133077798116,121.53906897537735,中山區
350,2,5,63000040,中山北路2段92號,馬偕醫院,25.058519477800537,121.51965597537728,中山區
351,2,5,63000040,林森北路530號               ,慢性病防治院    ,25.06350907779731,121.52287497537749,中山區
352,2,8,63000040,八德路2段306號,大潤發中崙店,25.04639247780835,121.54004377537693,松山區
353,2,8,63000040,敬業三路20號,美麗華百樂園,25.08350127778435,121.55494077537816,中山區
354,2,5,63000040,敬業三路160號,博愛發展中心,25.079579877786863,121.55432577537799,中山區
355,2,9,63000040,復興北路穿越松山機場地下道(民族東路至濱江街段),復興北路地下道,25.063386177797387,121.54916307537754,松山區
356,2,6,63000040,大直街1號,捷運內湖線大直站,25.080344977786357,121.544394075378,中山區
357,2,9,63000040,北安路798號,捷運內湖線劍南路站,25.084854477783413,121.55306777537822,中山區
358,2,5,63000040,林森北路561號,中華、涵予康復之家,25.064475877796585,121.52321897537747,中山區
359,2,9,63000040,南京東路2段3號,錢櫃KTV南京店,25.052371277804465,121.52557037537701,中山區
360,2,9,63000040,松江路199號,錢櫃KTV松江店,25.056890777801645,121.53079017537725,中山區
361,2,9,63000040,林森北路312號,錢櫃KTV林森店,25.056434277801884,121.52260507537723,中山區
362,2,9,63000040,錦州街15號,中山園山園大廈,25.060428677799248,121.52184447537739,中山區
363,2,5,63000040,龍江路15號4-7樓,臺北市社會局朱崙老人公寓,25.047629277807562,121.537911775377,中山區
364,2,5,63000040,長安東路1段63號4樓,私立龍江老人養護所,25.048680377806843,121.524574475377,中山區
365,2,5,63000040,民生西路30號2樓,私立松青園老人養護所,25.057660877801087,121.51922107537723,中山區
366,2,5,63000040,民族東路512巷14號,群仁、仁群養護所,25.06737987779476,121.53918807537758,中山區
367,2,5,63000040,松江路380號,私立福成、福喜老人長期照顧中心,25.060520577799267,121.53078887537744,中山區
368,2,5,63000040,錦州街4巷1號2樓,松湛園養護所,25.058821777800322,121.52159577537736,中山區
369,2,5,63000040,中山北路2段96巷19號3樓,私立晨欣老人長期照顧中心,25.059885877799587,121.51932857537737,中山區
370,2,6,63000040,南京東路3段235號B1,捷運松山線南京復興站,25.05232887780459,121.54125747537721,中山區
371,2,4,63000040,植福路286巷26號,西華富邦,25.08112047778589,121.55702877537809,中山區
372,2,4,63000040,樂群二路199號,萬豪酒店,25.080428877786314,121.5567244753779,中山區
373,2,4,63000040,樂群二路55號,美福國際大飯店,25.08085337778612,121.55088257537811,中山區
374,2,9,63000040,中山北路4段1巷1號,圓山飯店,25.075687577789306,121.5234749753779,中山區
375,2,2,63000040,濱江街7號水門至松江路,濱江街一帶(7號水門以西至松江路),25.065504444732323,121.52284585387233,中山區
376,2,6,63000040,南京西路16號B1,中山地下街,25.05256007780433,121.51780917537714,中山區
377,2,8,63000040,南京西路15號,新光三越南京西店3館,25.052827977804213,121.51817137537702,中山區
378,2,9,63000040,林森北路536號,歐夏蕾大廈,25.06377687779713,121.52292717537749,中山區
379,2,9,63000040,濱江街309號B2、4、6樓,摩爾空間個人倉庫(復北濱江店),25.01973673645995,121.3849317538406,松山區
380,2,9,63000040,八德路二段260號11樓,收多易迷你倉庫(中山店),25.04619917780846,121.538450375377,中山區
381,2,9,63000040,南京東路2段6號B1,收多易迷你倉庫（南京店）,25.05182217780474,121.52552217537696,中山區
382,2,9,63000040,建國北路2段139號B1,易力倉迷你倉庫（建國店）,25.060913577799013,121.53478467537747,中山區
383,2,9,63000040,新生北路2段108號2樓,迷你倉(中山店),25.059996377799564,121.52459717537735,中山區
384,2,9,63000040,中山北路3段25號B1,收納先生迷你倉,25.06547637779597,121.52017697537755,中山區
385,2,9,63000040,民權東路2段146號3樓,俬儲空間,25.062231177798097,121.53180377537733,中山區
386,2,5,63000040,長安東路1段63號3樓,南港康復之家,25.056852594821954,121.51412575386779,中山區
387,2,5,63000040,長安東路1段63號5樓,永芯康復之家,25.048684877806938,121.52476137537705,中山區
388,2,5,63000040,長安東路1段63號6樓,弘光康復之家,25.048684877806938,121.52476137537705,中山區
389,2,4,63000040,八德路2段100號,華威八方公寓大廈,25.045761977808827,121.53350367537692,中山區
390,2,4,63000040,林森北路349號,忠泰味社區,25.05688707780158,121.5232451753773,中山區
391,2,4,63000040,新生北路2段7號,台北1號院社區,25.052759177804177,121.52531557537718,中山區
392,2,4,63000040,南京東路3段166號,宏盛國際金融中心,25.05167127780495,121.53878107537717,中山區
393,2,4,63000040,南京東路1段106號,頂高豪景大廈,25.051895977804765,121.52380107537702,中山區
394,2,4,63000040,中山北路1段109號,醇建築大廈,25.051047777805284,121.51993337537712,中山區
395,2,9,63000040,復興北路376號,捷運中山國中站,25.060831177798992,121.54146807537734,中山區
396,2,9,63000040,酒泉街9之1號,捷運圓山站,25.07130817779219,121.51751977537761,大同區
397,2,8,63000040,北安路780號,美麗新廣場,25.084867877783456,121.55123747537812,中山區
398,2,4,63000040,松江路236號,松江1號院,25.05910017780012,121.53030827537745,中山區
399,2,7,63000040,中山北路三段2-1號,永固便利停車股份有限公司,25.063875777796937,121.51905547537741,中山區
400,2,7,63000040,市民大道三段65號,台灣聯通停車塔-北科大場,25.045112777809177,121.53299547537678,中山區
401,2,7,63000040,松江路126、128號停車塔,台灣聯通停車塔-將捷一場,25.05259652780438,121.52978467537719,中山區
402,2,7,63000040,林森北路359號,台灣聯通停車塔-華泰王子場 ,25.057313577801274,121.52306327537728,中山區
403,2,7,63000040,林森北路308號,千里亭停車塔,25.056174977802016,121.52273407537716,中山區
404,2,7,63000040,林森北路125號,嘟嘟房-林森2站,25.050943277805338,121.52267687537702,中山區
405,2,4,63000040,南京東路2段23號,德運京鼎大樓,25.05230087780453,121.52632497537714,中山區
406,2,8,63000040,樂群三路200號,忠泰樂生活,25.082744777784743,121.55465647537808,中山區
407,2,4,63000040,民生東路3段6號,臺北國泰萬怡酒店,25.05726877780136,121.53509357537726,中山區
408,2,5,63000040,民生西路16號,私立長德康復之家,25.057716377800972,121.51957307537735,中山區
409,2,5,63000040,建國北路3段42號12樓,私立采虹康復之家,25.06432397779674,121.53398787537743,中山區
410,2,5,63000040,南京東路3段91號3樓,財團法人陽光社會福利基金會,25.05218967780455,121.53650587537706,中山區
411,2,9,63000040,敬業三路20號6~9樓,美麗華大直影城,25.08329057778446,121.55488137537806,中山區
412,2,9,63000040,北安路780號1、B2樓,大直皇家影城,25.084989877783375,121.55114947537821,中山區
413,2,9,63000040,南京東路2段96號B1樓,雅士達娛樂舞場,25.051855077804785,121.52724937537704,中山區
414,2,9,63000040,民生東路1段54號B1樓,富驛酒店,25.054885679351724,121.51825388059584,松山區
415,2,9,63000040,民權東路2段41號,亞都麗緻大飯店股份有限公司,25.062823777797718,121.5273713753775,中山區
416,2,9,63000040,天祥路213號13樓,優爾空間個人倉庫(大同店),25.06388297779699,121.5184132753775,中山區
417,2,9,63000040,民生東路2段119號,收多易迷你倉庫(民生松江店),25.058118777800733,121.52922577537726,中山區
418,2,5,63000040,臺北市中山區伊通街28號,劉秀娥長照社團法人附設臺北市私立宜恩住宿長照機構,25.050739177805387,121.53205997537707,中山區
419,2,1,63000060,迪化街2段1至85號,磚木造建築物,25.064018677796945,121.50686327537747,大同區
420,2,1,63000060,迪化街2段99至155號,磚木造建築物,25.066010277795602,121.50690177537756,大同區
421,2,7,63000060,重慶北路3段139號,愛馬屋大同場機械式密閉停車塔,25.06822187779422,121.51139497537754,大同區
422,2,9,63000060,延平北路4段259號,大同變電所,25.078676977787378,121.51066287537793,大同區
423,2,9,63000060,民權西路184巷33至59之1號,集合住宅,25.061631977798495,121.5120810753773,大同區
424,2,7,63000060,大龍街136號,揚雅立體停車塔,25.067430377794718,121.51325837537767,大同區
425,2,4,63000060,承德路1段21號,京王大樓,25.01973673645995,121.3849317538406,大同區
426,2,4,63000060,華亭街1號,長安雋大樓,25.052216477804585,121.51086157537716,大同區
427,1,9,63000110,延平北路8段244號1至3樓,延平北路8段244號蝸居處所,25.103657077771253,121.48439547537868,士林區
428,2,9,63000110,中山北路7段190巷1號至139號,集合住宅,25.01973673645995,121.3849317538406,士林區
429,1,9,63000110,士東路2巷3號至23號,集合住宅,25.110205861068025,121.52482794282292,士林區
430,2,9,63000110,仰德大道1段6巷2至88號,集合住宅,25.09898297777427,121.53750607537867,士林區
431,2,5,63000110,雨聲街105號,臺北市立聯合醫院陽明院區,25.105136877770306,121.5293162753788,士林區
432,2,2,63000110,延平北路7段106巷114弄口至堤防邊,集合住宅,25.05283586760554,121.44714100198955,大同區
433,1,2,63000110,延平北路7段101巷2號至57號,集合住宅,25.073582178577066,121.48338073063489,士林區
434,1,2,63000110,延平北路7段251號,陽明山聯合煤氣分裝場股份有限公司,25.102509877772082,121.48368487537871,士林區
435,1,9,63000110,大東路、大南路、大西路、大北路,士林夜市,25.089791627780382,121.52207367537835,士林區
436,2,9,63000110,菁山路99巷16號,民營學生宿舍,25.14378257774541,121.5515467753801,士林區
437,2,9,63000110,建業路22號    ,民營學生宿舍,23.82644262330295,112.1644562158889,士林區
438,1,9,63000110,仰德大道三段106巷20號,民營學生宿舍,25.123203377758713,121.55050447537944,士林區
439,1,9,63000110,菁山路90號-100號,陽明山泉,25.13949387774817,121.54845207537988,士林區
440,1,8,63000110,天母東路68號,新光三越百貨天母分公司,25.117831477762092,121.53130317537928,士林區
441,2,9,63000110,中山北路6段186巷2號至43號,集合住宅,25.107747894295162,121.51583035389429,士林區
442,1,5,63000110,仰德大道2段2巷50號,至善老人安養中心,25.10190197777246,121.54067227537874,士林區
443,2,9,63000110,承德路4段40巷、通河街323巷、通河街325巷等,劍潭整宅,25.083036211138193,121.51524439281911,士林區
444,2,5,63000120,關渡路60號,精英國際老人長期照護中心,25.119519977761044,121.46621807537926,北投區
445,1,9,63000120,石仙路1至24號,集合住宅,25.141875777746648,121.48665727538003,北投區
446,2,9,63000120,溫泉路139號,泉之鄉大廈,25.139960477747792,121.50946237537988,北投區
