項次編號,評分等級,認定項目,行政區編號,地址,場所名稱,Latitude,Longitude
225,1,4,南港區,園區街3號,南港軟體工業園區第二期大樓,25.05848608,121.60930758
226,1,9,南港區,三重路66號,南港軟體工業園區第三期大樓,25.05715348,121.61186678
227,1,9,南港區,南港路1段313、315號,南港火車站及高鐵站,25.05299118,121.60452148
228,1,9,南港區,忠孝東路7段359~369號,南港車站辦公大樓、潤泰南港車站商場及六福萬怡酒店,25.05251238,121.60348088
229,1,9,南港區,經貿二路2號,南港展覽館二館,25.05631748,121.61325548
230,2,7,南港區,研究院路1段101巷10號,大哲悅社區停車塔,25.05195678,121.61354778
231,2,4,內湖區,內湖路2段103巷16號,勤美璞真碧湖畔,25.08047978,121.57903038
232,2,4,內湖區,成功路4段178至180號,雙湖匯大樓,25.08342468,121.59115318
233,2,4,內湖區,內湖路3段72巷61號,森之林大廈,25.08872718,121.58818118
234,2,4,內湖區,星雲街168巷29至43號,力霸國鼎大廈,25.07997228,121.59448568
235,2,4,內湖區,星雲街150巷26至32號,大成大賞公寓大廈,25.07950868,121.59363518
236,2,4,內湖區,成功路2段365號,現代米羅大廈,25.07364288,121.58753408
237,2,4,內湖區,瑞光路392號,光寶科技大樓,25.07789578,121.56854538
238,2,5,內湖區,成功路2段325號,三軍總醫院,25.07288678,121.58851548
239,2,5,內湖區,成功路3段88、90號2樓及76巷9號2樓,臺北市私立瑞安老人養護所,25.07784269,121.57366445
240,2,5,內湖區,成功路2段488號2.3樓及490號2樓,臺北市私立銀髮族老人養護所,25.07491623,121.56434358
241,2,8,內湖區,新湖三路23號,特力屋廣場,25.06215258,121.57166578
242,2,8,內湖區,舊宗路1段128號,宜家家居股份有限公司-內湖分公司,25.06095078,121.57546898
243,2,8,內湖區,舊宗路1段268號,好市多大賣場,25.06386328,121.57330518
244,2,8,內湖區,舊宗路1段188號,大潤發大賣場二館,25.06230688,121.57313388
245,2,8,內湖區,堤頂大道1段331號,燦坤3C賣場,25.06278338,121.57037508
246,2,9,內湖區,民權東路6段180巷42弄6號,婦幼家園,25.06734618,121.58997988
247,2,4,內湖區,民權東路6段296巷76、82至90號,大湖亭閣,25.06923428,121.60796518
248,2,5,內湖區,民權東路6段280巷19弄1至7號1樓,臺北市私立童音老人養護所,25.07174538,121.60257628
249,2,5,內湖區,陽光街72-1號1樓,私立文德老人養護所,25.07644098,121.58368808
250,2,5,內湖區,成功路5段420巷26-28號,康寧醫院,25.07586128,121.60635583
251,2,8,內湖區,民善街88號,家樂福大賣場,25.06031638,121.57259958
252,2,8,內湖區,民善街205號,禮客時尚館,25.06427238,121.57218278
253,2,4,內湖區,堤頂大道路2段235-241號,精英大樓,25.07813268,121.56452938
254,2,4,內湖區,金湖路79號,輝煌世紀,25.08143928,121.59426898
255,2,9,內湖區,成功路4段32號至58號、成功路4段30巷7號至21號及47號至53號,宏泰巨星,25.08210431,121.58741629
256,2,5,內湖區,內湖路2段360號,中國醫藥大學附設臺北分院,25.08214598,121.58815788
257,2,5,內湖區,內湖路2段253巷1弄3號B1至2樓,臺北市私立祥家老人養護所,25.07772278,121.56521338
258,2,9,內湖區,內湖路1段256號,捷運內湖線西湖站,25.08292533,121.55416933
259,2,9,內湖區,內湖路1段663號,捷運內湖線港漧站,25.08106353,121.56044533
260,2,9,內湖區,文德路214號,捷運內湖線文德站,25.07846788,121.58212328
261,2,9,內湖區,成功路4段143號,捷運內湖線內湖站,25.08285458,121.59112348
262,2,9,內湖區,成功路5段11號,捷運內湖線大湖公園站,25.08359538,121.59971848
263,2,9,內湖區,康寧路3段16號,捷運內湖線葫洲站,25.07252678,121.60476578
264,2,9,內湖區,康寧路3段235號,捷運內湖線東湖站,25.06712588,121.60914318
265,2,5,內湖區,金龍路136-1號B2-6樓,金龍發展中心,25.08576478,121.58748408
266,2,9,內湖區,星雲街16巷63號至69號,馬蒂斯小丘社區,25.07908856,121.58924124
267,2,9,內湖區,成功路2段456巷1號,大台北瓦斯-成功基地,25.07368288,121.58518298
268,2,9,內湖區,大湖街121號,東宜瓦斯行,25.09228118,121.60119228
269,2,9,內湖區,大湖街125號,欣湖瓦斯行,25.09355868,121.60210028
270,2,4,內湖區,環山路1段26號,上林苑社區,25.08475688,121.56283058
271,2,4,內湖區,成功路4段91號,基泰御峰,25.08246148,121.59077698
272,2,9,內湖區,舊宗路二段105號3樓,摩爾空間個人倉庫（內科店）,25.06865698,121.57247908
273,1,9,內湖區,民權東路6段296巷121號B2,摩爾空間個人倉庫（東湖店）,25.06945378,121.60686778
274,2,9,內湖區,成功路5段2號B1,台灣便利倉（內湖倉）,25.08477798,121.59827008
275,2,4,內湖區,內湖路1段411巷66號,長虹天璽大廈,25.08395228,121.56839968
276,2,4,內湖區,金湖路125號,文心AIT,25.08036438,121.59555958
277,2,9,內湖區,內湖路3段60巷27號,安縵莊園,25.08832988,121.59106408
278,2,9,內湖區,成功路4段68號B1樓,好樂迪股份有限公司內湖分公司,25.08266008,121.59019038
279,2,9,內湖區,成功路4段68號B2樓,好手撞球運動館,25.08283268,121.59041928
280,2,8,內湖區,成功路4段188至192號 ,潤泰京采大樓,25.08463168,121.59126898
281,2,9,內湖區,康寧路3段72號3、4樓,哈拉影城,25.06969158,121.60888738
282,2,4,內湖區,文德路210巷30弄81號至91號,新光碧湖天大廈,25.07723118,121.58053393
283,2,4,內湖區,內湖區潭美街533~539號,長虹雲端科技大樓,25.06111388,121.59684018
284,2,9,內湖區,內湖區成功路4段358號B1,台灣便利倉內湖二店,25.08484598,121.59765018
285,2,4,內湖區,新明路428巷1號,翔譽愛力大樓,25.05455998,121.57693508
286,2,5,內湖區,行善路250號,臺北市立行愛住宿長照機構,25.06045358,121.57857528
287,2,4,松山區,敦化北路6號,華固名鑄,25.05030688,121.54597498
288,2,4,松山區,市民大道4段39-2號,潤泰敦峰,25.04596848,121.54313608
289,2,2,松山區,濱江街457 巷至6號水門,濱江街一帶(6號水門以西至濱江街457巷),25.01973674,121.38493175
290,2,3,松山區,民生東路3段156號,宏泰世紀大樓地下室,25.05720088,121.54521978
291,2,3,松山區,南京東路3段337號,微風百貨南京店,25.05219338,121.54567038
292,2,4,松山區,民生東路5段198~206號,建成花園大廈,25.05862778,121.56185268
293,2,5,松山區,南京東路5段162號3樓,私立佳安康復中心,25.01973674,121.38493175
294,1,5,松山區,健康路131號,國軍松山醫院,25.05440258,121.55508298
295,1,5,松山區,敦化北路199號,長庚醫院,25.05565118,121.54673048
296,1,5,松山區,八德路2段242號,臺安醫院,25.04658998,121.53793008
297,1,5,松山區,八德路4段203~205號,臺北市私立康壯老人長期照顧中心(養護型),25.04891878,121.56121028
298,1,5,松山區,光復北路66號,博仁醫院,25.04997028,121.55498538
299,1,5,松山區,南京東路5段356號2樓,臺北市私立仁仁老人長期照顧中心(養護型),25.05098908,121.56712808
300,1,5,松山區,敦化南路1段7號4樓之1,臺北市私立臺大老人養護所,25.04686458,121.54674878
301,2,8,松山區,復興南路1段39號,微風廣場購物中心,25.04591588,121.54264428
302,2,8,松山區,三民路160號,家樂福(三民店),25.06159258,121.56132988
303,1,9,松山區,饒河街一帶,饒河街觀光夜市,25.05056761,121.56978344
304,2,9,松山區,南京東路3段337號14、15樓,亞太三溫暖,25.05219338,121.54567038
305,1,9,松山區,南京東路3段253號,捷運南京復興站,25.05154858,121.53900858
306,1,9,松山區,南京東路4段2號,小巨蛋,25.05079258,121.54744858
307,1,6,松山區,敦化北路338號,捷運內湖線松山機場站,25.06301128,121.54911718
308,2,9,松山區,復興北路15-2號1樓,星聚點股份有限公司復興分公司,25.04862508,121.54169538
309,1,6,松山區,南京東路四段10-1號,捷運松山線臺北小巨蛋站,25.05134708,121.54829188
310,1,6,松山區,南京東路5段237號,捷運松山線南京三民站,25.05165198,121.56213308
311,1,6,松山區,八德路4段700號,捷運松山線松山站,25.04983808,121.57470228
312,2,9,松山區,敦化北路158號,台北文華東方酒店,25.05559398,121.54577188
313,2,4,松山區,敦化南路1段77號,敦南樞苑,25.04508628,121.54686888
314,2,9,松山區,復興北路1號5樓,台灣便利倉（松山倉）,25.04797668,121.54189818
315,2,9,松山區,八德路四段520號2樓,大典藏家迷你倉（八德店）,25.04971648,121.56857948
316,2,9,松山區,長安東路二段219 號B1,摩爾空間個人倉庫（長安店）,25.04848968,121.54230298
317,2,9,松山區,敦化北路340之9號,臺北松山機場航廈,25.06338168,121.54741268
318,2,5,松山區,敦化南路1段7號4樓,臺北私立群英老人長期照顧中心,25.04686458,121.54674878
319,2,5,松山區,健康路399號1、2樓,鵬程護理之家,25.05467208,121.56625388
320,2,4,松山區,長安東路2段225號,合作金庫商業銀行總行大樓,25.01973674,121.38493175
321,2,5,松山區,南京東路5段324-1號2、3、4樓,私立松欣康復之家,25.05157803,121.52817923
322,2,9,松山區,撫遠街395巷1號B1樓,弱勢族群居所,25.06528958,121.56329788
323,2,9,松山區,復興南路1段29號,好樂迪臺北中興店,25.04647898,121.54158008
324,2,9,松山區,民生東路5段190號3樓,新民生戲院,25.05864818,121.56168748
325,2,9,松山區,敦化北路100號　,茹曦酒店ILLUME TAIPEI,25.05322698,121.54598088
326,2,9,松山區,新中街9-1號1樓,東社市場,25.05756898,121.55794808
327,1,9,松山區,基隆路一段8號B1樓,金坊酒店,25.05067498,121.56726248
328,2,4,松山區,光復南路46巷36號,勤耕延吉社區,25.04560228,121.55195378
329,2,4,松山區,敦化南路一段3號,華固敦品大廈,25.04767698,121.54677608
330,2,9,中山區,中山區民生西路三段67號,國立臺北大學(太陽光電場所),25.01973674,121.38493175
331,2,9,中山區,中山區民權東路1段69號,中山國民小學(太陽光電場所),25.06364018,121.52438938
332,2,4,中山區,中山區八德路2段115號,華固樂慕,25.04629398,121.53459108
333,2,8,中山區,植福路200號,春大直,25.08292328,121.55770328
334,2,9,中山區,北安路至故宮路,自強隧道,25.08813524,121.5355811
335,2,4,中山區,南京東路2段86號,臺肥大樓,25.05183548,121.52838428
336,2,4,中山區,中山北路2段39巷1號,晶華國際大酒店,25.05382718,121.52056538
337,2,8,中山區,南京西路12號,新光三越南京西店1館,25.05184488,121.51847318
338,2,8,中山區,南京西路14號,誠品生活股份有限公司,25.05238638,121.51825868
339,2,7,中山區,遼寧街139號,安婷機械式停車場俠隱場,25.05233678,121.53959358
340,2,5,中山區,新生北路2段101巷2號,中山老人住宅暨服務中心,25.05713898,121.52582008
341,2,5,中山區,松江路90巷3號4、5、6樓,私立長安、平安、長育康復之家,25.05071598,121.52951258
342,2,6,中山區,民權西路72號,捷運淡水線（民權西路站）,25.06228808,121.51707358
343,2,6,中山區,南京西路16號,捷運淡水線中山站,25.05269148,121.51649378
344,2,6,中山區,民權東路1段71號,捷運中山國小站,25.06289448,121.52463188
345,2,6,中山區,松江路126號B1,捷運松山新蘆線松江南京站,25.05267348,121.53021958
346,2,6,中山區,松江路316號,捷運行天宮站,25.05910328,121.53063408
347,2,5,中山區,八德路2段251號2樓,臺北市私立法泉老人養護所,25.04701978,121.53872868
348,2,1,中山區,農安街2巷內,晴光市場,25.06472898,121.52067208
349,2,4,中山區,民權東路3段46號,時代金融大樓,25.06213308,121.53906898
350,2,5,中山區,中山北路2段92號,馬偕醫院,25.05884568,121.51982278
351,2,5,中山區,林森北路530號               ,慢性病防治院    ,25.06350908,121.52287498
352,2,8,中山區,八德路2段306號,大潤發中崙店,25.04639248,121.54004378
353,2,8,中山區,敬業三路20號,美麗華百樂園,25.08350128,121.55494078
354,2,5,中山區,敬業三路160號,博愛發展中心,25.07957988,121.55432578
355,2,9,中山區,復興北路穿越松山機場地下道(民族東路至濱江街段),復興北路地下道,25.06410776,121.54678649
356,2,6,中山區,大直街1號,捷運內湖線大直站,25.08034498,121.54439408
357,2,9,中山區,北安路798號,捷運內湖線劍南路站,25.08485448,121.55306778
358,2,5,中山區,林森北路561號,中華、涵予康復之家,25.06447588,121.52321898
359,2,9,中山區,南京東路2段3號,錢櫃KTV南京店,25.05237128,121.52557038
360,2,9,中山區,松江路199號,錢櫃KTV松江店,25.05689078,121.53079018
361,2,9,中山區,林森北路312號,錢櫃KTV林森店,25.05643428,121.52260508
362,2,9,中山區,錦州街15號,中山園山園大廈,25.06042868,121.52184448
363,2,5,中山區,龍江路15號4-7樓,臺北市社會局朱崙老人公寓,25.04762928,121.53791178
364,2,5,中山區,長安東路1段63號4樓,私立龍江老人養護所,25.04868038,121.52457448
365,2,5,中山區,民生西路30號2樓,私立松青園老人養護所,25.05766088,121.51922108
366,2,5,中山區,民族東路512巷14號,群仁、仁群養護所,25.06737988,121.53918808
367,2,5,中山區,松江路380號,私立福成、福喜老人長期照顧中心,25.06052058,121.53078888
368,2,5,中山區,錦州街4巷1號2樓,松湛園養護所,25.06001798,121.52097888
369,2,5,中山區,中山北路2段96巷19號3樓,私立晨欣老人長期照顧中心,25.05988588,121.51932858
370,2,6,中山區,南京東路3段235號B1,捷運松山線南京復興站,25.05232888,121.54125748
371,2,4,中山區,植福路286巷26號,西華富邦,25.08112048,121.55702878
372,2,4,中山區,樂群二路199號,萬豪酒店,25.08042888,121.55672448
373,2,4,中山區,樂群二路55號,美福國際大飯店,25.08063448,121.55128388
374,2,9,中山區,中山北路4段1巷1號,圓山飯店,25.07568758,121.52347498
375,2,2,中山區,濱江街7號水門至松江路,濱江街一帶(7號水門以西至松江路),25.06550444,121.52284585
376,2,6,中山區,南京西路16號B1,中山地下街,25.05284288,121.51772448
377,2,8,中山區,南京西路15號,新光三越南京西店3館,25.05282798,121.51817138
378,2,9,中山區,林森北路536號,歐夏蕾大廈,25.06377688,121.52292718
379,2,9,中山區,濱江街309號B2、4、6樓,摩爾空間個人倉庫(復北濱江店),25.01973674,121.38493175
380,2,9,中山區,八德路二段260號11樓,收多易迷你倉庫(中山店),25.04673048,121.53847138
381,2,9,中山區,南京東路2段6號B1,收多易迷你倉庫（南京店）,25.05182218,121.52552218
382,2,9,中山區,建國北路2段139號B1,易力倉迷你倉庫（建國店）,25.06091358,121.53478468
383,2,9,中山區,新生北路2段108號2樓,迷你倉(中山店),25.05999638,121.52459718
384,2,9,中山區,中山北路3段25號B1,收納先生迷你倉,25.06547638,121.52017698
385,2,9,中山區,民權東路2段146號3樓,俬儲空間,25.01973674,121.38493175
386,2,5,中山區,長安東路1段63號3樓,南港康復之家,25.05042946,121.52212109
387,2,5,中山區,長安東路1段63號5樓,永芯康復之家,25.04868488,121.52476138
388,2,5,中山區,長安東路1段63號6樓,弘光康復之家,25.04868488,121.52476138
389,2,4,中山區,八德路2段100號,華威八方公寓大廈,25.04576198,121.53350368
390,2,4,中山區,林森北路349號,忠泰味社區,25.05688708,121.52324518
391,2,4,中山區,新生北路2段7號,台北1號院社區,25.05275918,121.52531558
392,2,4,中山區,南京東路3段166號,宏盛國際金融中心,25.05167128,121.53878108
393,2,4,中山區,南京東路1段106號,頂高豪景大廈,25.05189598,121.52380108
394,2,4,中山區,中山北路1段109號,醇建築大廈,25.05104778,121.51993338
395,2,9,中山區,復興北路376號,捷運中山國中站,25.06083118,121.54146808
396,2,9,中山區,酒泉街9之1號,捷運圓山站,25.07130818,121.51751978
397,2,8,中山區,北安路780號,美麗新廣場,25.08486788,121.55123748
398,2,4,中山區,松江路236號,松江1號院,25.05910018,121.53030828
399,2,7,中山區,中山北路三段2-1號,永固便利停車股份有限公司,25.06387578,121.51905548
400,2,7,中山區,市民大道三段65號,台灣聯通停車塔-北科大場,25.04511278,121.53299548
401,2,7,中山區,松江路126、128號停車塔,台灣聯通停車塔-將捷一場,25.05268338,121.52983658
402,2,7,中山區,林森北路359號,台灣聯通停車塔-華泰王子場 ,25.05731358,121.52306328
403,2,7,中山區,林森北路308號,千里亭停車塔,25.05617498,121.52273408
404,2,7,中山區,林森北路125號,嘟嘟房-林森2站,25.05094328,121.52267688
405,2,4,中山區,南京東路2段23號,德運京鼎大樓,25.05230088,121.52632498
406,2,8,中山區,樂群三路200號,忠泰樂生活,25.08274478,121.55465648
407,2,4,中山區,民生東路3段6號,臺北國泰萬怡酒店,25.05726878,121.53509358
408,2,5,中山區,民生西路16號,私立長德康復之家,25.05770798,121.51958508
409,2,5,中山區,建國北路3段42號12樓,私立采虹康復之家,25.06432398,121.53398788
410,2,5,中山區,南京東路3段91號3樓,財團法人陽光社會福利基金會,25.05218968,121.53650588
411,2,9,中山區,敬業三路20號6~9樓,美麗華大直影城,25.08329058,121.55488138
412,2,9,中山區,北安路780號1、B2樓,大直皇家影城,25.08486788,121.55123748
413,2,9,中山區,南京東路2段96號B1樓,雅士達娛樂舞場,25.05204688,121.52940668
414,2,9,中山區,民生東路1段54號B1樓,富驛酒店,25.05488568,121.51643263
415,2,9,中山區,民權東路2段41號,亞都麗緻大飯店股份有限公司,25.06287096,121.52153589
416,2,9,中山區,天祥路213號13樓,優爾空間個人倉庫(大同店),25.06388298,121.51841328
417,2,9,中山區,民生東路2段119號,收多易迷你倉庫(民生松江店),25.05811878,121.52922578
418,2,5,中山區,臺北市中山區伊通街28號,劉秀娥長照社團法人附設臺北市私立宜恩住宿長照機構,25.05073918,121.53205998
419,2,1,大同區,迪化街2段1至85號,磚木造建築物,25.06401868,121.50686328
420,2,1,大同區,迪化街2段99至155號,磚木造建築物,25.06601028,121.50690178
421,2,7,大同區,重慶北路3段139號,愛馬屋大同場機械式密閉停車塔,25.06811538,121.51138458
422,2,9,大同區,延平北路4段259號,大同變電所,25.07867698,121.51066288
423,2,9,大同區,民權西路184巷33至59之1號,集合住宅,25.06279424,121.5054366
424,2,7,大同區,大龍街136號,揚雅立體停車塔,25.06743038,121.51325838
425,2,4,大同區,承德路1段21號,京王大樓,25.01973674,121.38493175
426,2,4,大同區,華亭街1號,長安雋大樓,25.05221648,121.51086158
427,1,9,63000110,延平北路8段244號1至3樓,延平北路8段244號蝸居處所,25.10365708,121.48439548
428,2,9,63000110,中山北路7段190巷1號至139號,集合住宅,25.12475846,121.52865354
429,1,9,63000110,士東路2巷3號至23號,集合住宅,25.11227704,121.5213806
430,2,9,63000110,仰德大道1段6巷2至88號,集合住宅,25.10345808,121.53897658
431,2,5,63000110,雨聲街105號,臺北市立聯合醫院陽明院區,25.10513688,121.52931628
432,2,2,63000110,延平北路7段106巷114弄口至堤防邊,集合住宅,25.05283587,121.447141
433,1,2,63000110,延平北路7段101巷2號至57號,集合住宅,25.07449138,121.48007908
434,1,2,63000110,延平北路7段251號,陽明山聯合煤氣分裝場股份有限公司,25.10250988,121.48368488
435,1,9,63000110,大東路、大南路、大西路、大北路,士林夜市,25.08979163,121.52207368
436,2,9,63000110,菁山路99巷16號,民營學生宿舍,25.14378258,121.55154678
437,2,9,63000110,建業路22號    ,民營學生宿舍,25.13585838,121.54587358
438,1,9,63000110,仰德大道三段106巷20號,民營學生宿舍,25.12320338,121.55050448
439,1,9,63000110,菁山路90號-100號,陽明山泉,25.13949388,121.54845208
440,1,8,63000110,天母東路68號,新光三越百貨天母分公司,25.11783148,121.53130318
441,2,9,63000110,中山北路6段186巷2號至43號,集合住宅,25.01973674,121.38493175
442,1,5,63000110,仰德大道2段2巷50號,至善老人安養中心,25.10190198,121.54067228
443,2,9,63000110,承德路4段40巷、通河街323巷、通河街325巷等,劍潭整宅,25.08190608,121.51677248
444,2,5,63000120,關渡路60號,精英國際老人長期照護中心,25.11951998,121.46621808
445,1,9,63000120,石仙路1至24號,集合住宅,25.01973674,121.38493175
446,2,9,63000120,溫泉路139號,泉之鄉大廈,25.13996048,121.50946238
